Grupo Vehiculo;Placa;digito;Codigo SII;Año Vehículo;Tasacion;Tipo de Pago;Valor_Neto;Valor_IPC;Valor_Multa;Valor Pagado;Forma Pago;Fecha_Pago;Año Permiso;Tipo Vehiculo;Marca;Modelo;Color;Transmisión;Tipo Combustible;Cilindrada;Equipamiento;Numero Puertas
Vehiculo Liviano;LA-7982;7;CT050003194;1994;755417;Presencial;42177;4491;10465;57133;Total;02-01-2024;2022;CAMIONETA;CHEVROLET;LUV 4WD D/C;ROJO;Mec;Benc;2300;Norm;4
Vehiculo Liviano;LA-7982;7;CT050003194;1994;747863;Presencial;36832;1143;4804;42779;Total;02-01-2024;2023;CAMIONETA;CHEVROLET;LUV 4WD D/C;ROJO;Mec;Benc;2300;Norm;4
Vehiculo Liviano;RL-8230;1;CT050008698;1998;973121;Presencial;17203;360;1200;18763;2da. Cuota;02-01-2024;2023;CAMIONETA;CHEVROLET;LUV;ROJO BURDEO;Mec;Benc;2300;Equi;4
Vehiculo Liviano;FBCH-75;0;CT176030913;2013;6064560;Presencial;137321;14623;34072;186016;Total;02-01-2024;2022;CAMIONETA;NISSAN;TERRANO;ROJO;Mec;Dies;2500;Equi;4
Vehiculo Liviano;FBCH-75;0;CT176030913;2013;5974179;Presencial;98293;3050;12821;114164;Total;02-01-2024;2023;CAMIONETA;NISSAN;TERRANO;ROJO;Mec;Dies;2500;Equi;4
Vehiculo Liviano;GTWC-45;2;HB095000212;2012;2676591;Presencial;36832;1143;4804;42779;Total;03-01-2024;2023;AUTOMOVIL;HAIMA;HAIMA3;BLANCO DIAMANTE;Mec;Benc;1600;Full;4
Carga;PA-2784;4;NULL;1996;3;Presencial;240760;15376;46599;302735;Total;03-01-2024;2022;CAMION;MERCEDES BENZ;2538-45;ROJO;MEC;DIES;NULL;NORM;2
Carga;PA-2784;4;NULL;1996;3;Presencial;205813;3807;11650;221270;Total;03-01-2024;2023;CAMION;MERCEDES BENZ;2538-45;ROJO;MEC;DIES;NULL;NORM;2
Vehiculo Liviano;PB-7938;5;CT176003396;1996;946546;Presencial;42177;4491;10465;57133;Total;03-01-2024;2022;CAMIONETA;NISSAN;D/C;VERDE METALICO;Mec;Benc;2400;Norm;4
Vehiculo Liviano;PB-7938;5;CT176003396;1996;937081;Presencial;36832;1143;4804;42779;Total;03-01-2024;2023;CAMIONETA;NISSAN;D/C;VERDE METALICO;Mec;Benc;2400;Norm;4
Vehiculo Liviano;DJFX-52;2;CO184009512;2012;3537910;Presencial;59023;6285;14645;79953;Total;04-01-2024;2022;FURGON;PEUGEOT;PARTNER;BLANCO BANQUISE;Mec;Dies;1600;Norm;4
Vehiculo Liviano;DJFX-52;2;CO184009512;2012;3309300;Presencial;39465;1224;5148;45837;Total;04-01-2024;2023;FURGON;PEUGEOT;PARTNER;BLANCO BANQUISE;Mec;Dies;1600;Norm;4
Vehiculo Liviano;ZS-3091;9;SD050017206;2006;1630000;Presencial;52461;7054;20570;80085;Total;04-01-2024;2020;AUTOMOVIL;CHEVROLET;CORSA EXTRA ML 1.6 PWR CD;PLATA POLARIS;Mec;Benc;1600;Equi;4
Vehiculo Liviano;ZS-3091;9;SD050017206;2006;1529411;Presencial;48264;6474;16301;71039;Total;04-01-2024;2021;AUTOMOVIL;CHEVROLET;CORSA EXTRA ML 1.6 PWR CD;PLATA POLARIS;Mec;Benc;1600;Equi;4
Vehiculo Liviano;ZS-3091;9;SD050017206;2006;1483529;Presencial;42177;4491;10465;57133;Total;04-01-2024;2022;AUTOMOVIL;CHEVROLET;CORSA EXTRA ML 1.6 PWR CD;PLATA POLARIS;Mec;Benc;1600;Equi;4
Vehiculo Liviano;ZS-3091;9;SD050017206;2006;1468694;Presencial;36832;1143;4804;42779;Total;04-01-2024;2023;AUTOMOVIL;CHEVROLET;CORSA EXTRA ML 1.6 PWR CD;PLATA POLARIS;Mec;Benc;1600;Equi;4
Transporte Publico;FRTC-43;2;NULL;2013;1;Presencial;72480;1640;7766;81886;Total;04-01-2024;2023;BUS;VOLARE;W9 FLY;BLANCO AZUL VERDE;MEC;DIES;NULL;NULL;0
Vehiculo Liviano;PYKP-87;6;SU132021821;2021;15163585;Presencial;191456;4004;13357;208817;2da. Cuota;05-01-2024;2023;STATION WAGON;KIA MOTORS;SELTOS;BLANCO INVIERNO;Aut;Benc;1600;NULL;5
Vehiculo Liviano;GHTG-26;3;SU047000214;2014;2389732;Presencial;17203;360;1200;18763;2da. Cuota;05-01-2024;2023;AUTOMOVIL;CHANGAN;CS1;GRIS ARENA;Mec;Benc;1300;Full;4
Vehiculo Liviano;LFLF-33;2;SU079008619;2019;23967912;Presencial;537665;39301;109247;686213;2da. Cuota;05-01-2024;2022;STATION WAGON;FORD;EXPLORER;ROJO BURDEO;Aut;Benc;2300;NULL;4
Vehiculo Liviano;LFLF-33;2;SU079008619;2019;23742194;Presencial;815801;25311;106409;947521;Total;05-01-2024;2023;STATION WAGON;FORD;EXPLORER;ROJO BURDEO;Aut;Benc;2300;NULL;4
Vehiculo Liviano;FTBL-78;2;SU111011113;2013;7020708;Presencial;123254;3824;16077;143155;Total;05-01-2024;2023;STATION WAGON;HYUNDAI;SANTA FE;BLANCO PERLA;Mec;Benc;2400;Full;4
Vehiculo Liviano;LFCS-53;2;CT079019919;2019;15827433;Presencial;204696;4281;14281;223258;2da. Cuota;08-01-2024;2023;CAMIONETA;FORD;RANGER;BLANCO;Mec;Benc;2200;NULL;4
Vehiculo Liviano;KYZJ-25;5;CT543000419;2019;18427910;Presencial;262636;5493;18323;286452;2da. Cuota;08-01-2024;2023;CAMIONETA;RAM;1500;GRIS ACERO PLATA;Aut;Benc;3600;NULL;4
Vehiculo Liviano;DGLR-85;5;CO184005711;2011;3025579;Presencial;17203;360;1200;18763;2da. Cuota;08-01-2024;2023;FURGON;PEUGEOT;PARTNER;BLANCO BANQUISE;Mec;Dies;1600;Norm;4
Vehiculo Liviano;CHFL-72;1;HB040000410;2010;1438228;Presencial;36832;1143;4804;42779;Total;08-01-2024;2023;AUTOMOVIL;BYD;F0;AMARILLO;Mec;Benc;1000;Full;4
Vehiculo Liviano;CWRS-92;7;HB050008911;2011;2755364;Presencial;42693;4546;10593;57832;Total;08-01-2024;2022;AUTOMOVIL;CHEVROLET;AVEO III HB 5P 1.4 BASE;PLATEADO METALICO;Mec;Benc;1400;Norm;4
Vehiculo Liviano;CWRS-92;7;HB050008911;2011;2398186;Presencial;36832;1143;4804;42779;Total;08-01-2024;2023;AUTOMOVIL;CHEVROLET;AVEO III HB 5P 1.4 BASE;PLATEADO METALICO;Mec;Benc;1400;Norm;4
Vehiculo Liviano;FXYG-87;8;SU176018813;2013;5509504;Presencial;87210;2706;11375;101291;Total;08-01-2024;2023;STATION WAGON;NISSAN;QASHQAI;BLANCO;Aut;Benc;2000;Full;4
Transporte Publico;FDZC-26;4;NULL;2021;1;Presencial;72480;1640;7766;81886;Total;08-01-2024;2023;TAXI  EJECUTIVO;HYUNDAI;ACCENT RB SDN 1.4 6 M7 T GL 2 AB AC;GRIS;MEC;BENC;1400;EQUI;0
Vehiculo Liviano;PDVW-14;K;CT079017520;2020;21018101;Presencial;320346;6700;22350;349396;2da. Cuota;09-01-2024;2023;CAMIONETA;FORD;RANGER;NEGRO;Mec;Dies;3200;Full;4
Vehiculo Liviano;JPDC-91;9;SD111028417;2017;5736378;Presencial;92621;2874;12081;107576;Total;09-01-2024;2023;AUTOMOVIL;HYUNDAI;ACCENT;ROJO BURDEO;Mec;Benc;1400;Equi;4
Transporte Publico;FDYX-93;7;NULL;2018;1;Presencial;72480;1640;7766;81886;Total;09-01-2024;2023;TAXI  EJECUTIVO;TOYOTA;NEW COROLLA GL 1.8;PLATEADO SILVER METALICO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;FVJX-54;K;HB117000413;2013;2067924;Presencial;36832;1143;4804;42779;Total;09-01-2024;2023;AUTOMOVIL;JAC;J2 CE;ROJO CLARO;Mec;Benc;1000;Full;4
Vehiculo Liviano;KZKJ-46;7;SU018000119;2019;5887642;Presencial;44945;940;3136;49021;2da. Cuota;09-01-2024;2023;STATION WAGON;BAIC;X25;ROJO;Mec;Benc;1500;Full;4
Vehiculo Liviano;FDYW-31;0;SD111028316;2016;5773770;Presencial;93512;2901;12197;108610;Total;09-01-2024;2023;AUTOMOVIL;HYUNDAI;ACCENT;NEGRO GRAFITO;Mec;Benc;1400;Equi;4
Vehiculo Liviano;DCLW-11;3;SD132009311;2011;2085677;Presencial;36832;1143;4804;42779;Total;09-01-2024;2023;AUTOMOVIL;KIA MOTORS;RIO;PLATEADO PLATA CLARO;Mec;Benc;1400;Norm;4
Vehiculo Liviano;FRXT-64;4;VN111016013;2013;6697895;Presencial;75244;5500;15289;96033;2da. Cuota;10-01-2024;2022;STATION WAGON;HYUNDAI;H1 SW GL 2.5 CRDI 6S POLI;PLATEADO  PLATA;Mec;Dies;2500;Equi;4
Vehiculo Liviano;FRXT-64;4;VN111016013;2013;6639826;Presencial;114169;3542;14892;132603;Total;10-01-2024;2023;STATION WAGON;HYUNDAI;H1 SW GL 2.5 CRDI 6S POLI;PLATEADO  PLATA;Mec;Dies;2500;Equi;4
Vehiculo Liviano;HKVW-89;6;CT166006416;2016;9749962;Presencial;216228;6709;28204;251141;Total;10-01-2024;2023;CAMIONETA;MITSUBISHI;L200 KATANA CR;GRIS GRAFITO MICA;Mec;Dies;2400;Full;4
Vehiculo Liviano;CRVR-80;5;CT050028911;2011;5164868;Presencial;36895;772;2574;40241;2da. Cuota;10-01-2024;2023;CAMIONETA;CHEVROLET;D-MAX TH CC 3.0D 4WD DAB ABS;GRIS GRAFITO OSCURO;Mec;Dies;3000;Full;4
Vehiculo Liviano;WW-9327;1;HB052014407;2007;2820411;Presencial;17203;360;1200;18763;2da. Cuota;10-01-2024;2023;AUTOMOVIL;CITROEN;C2;AZUL GRAND PAVOIS;Mec;Dies;1400;Equi;2
Vehiculo Liviano;YVV-356;4;NULL;2023;0,5;Presencial;32028;1143;0;33171;Total;10-01-2024;2023;CARRO ARRASTRE A;HECHIZO;HECHIZO;GRIS;NULL;NULL;NULL;NULL;0
Carga;LK-1962;9;NULL;1995;2;Presencial;137209;2538;7767;147514;Total;10-01-2024;2023;CAMION;MERCEDES BENZ;1714 48;BLANCO;NULL;NULL;NULL;NULL;2
Carga;CLGH-64;0;NULL;2011;1;Presencial;68604;1269;3883;73756;Total;10-01-2024;2023;CAMION;CHEVROLET;NKR 613;BLANCO;MEC;DIES;3000;NORM;0
Vehiculo Liviano;CTCV-23;8;CT176020010;2010;4811970;Presencial;70573;2190;9205;81968;Total;10-01-2024;2023;CAMIONETA;NISSAN;TERRANO DX TDI 4X4;ROJO METALICO;Mec;Dies;2500;Equi;4
Carga;PW-2254;2;NULL;2007;3;Presencial;205813;3807;11650;221270;Total;11-01-2024;2023;CAMION;SCANIA;P94 DB;ROJO;MEC;DIES;NULL;NORM;0
Vehiculo Liviano;HGGH-78;7;NULL;2017;7469850;Presencial;117089;4178;0;121267;Total;11-01-2024;2023;AUTOMOVIL;TOYOTA;YARIS SD 1.5 TM;ROJO;MEC;BENC;1500;EQUI;0
Transporte Publico;LZTK-85;6;NULL;2024;1;Presencial;64714;1640;0;66354;Total;11-01-2024;2023;TAXI COLECTIVO;TOYOTA;YARIS SD 1.5;MEGRO MICA;MEC;BENC;1500;FULL;0
Vehiculo Liviano;DZFR-50;3;SD050026613;2013;2517320;Presencial;36832;1143;4804;42779;Total;11-01-2024;2023;AUTOMOVIL;CHEVROLET;SAIL NB 1.4 LS PWR;PLATA;Mec;Benc;1400;Equi;4
Vehiculo Liviano;DRRH-93;K;SD176027713;2013;3612400;Presencial;20122;421;1404;21947;2da. Cuota;11-01-2024;2023;AUTOMOVIL;NISSAN;VERSA SENSE;PLATEADO;Mec;Benc;1600;Full;4
Vehiculo Liviano;KPTF-42;2;HB243024818;2018;5197631;Presencial;52106;3809;10587;66502;2da. Cuota;12-01-2024;2022;AUTOMOVIL;VOLKSWAGEN;GOL;BLANCO CANDY;Mec;Benc;1600;Full;4
Vehiculo Liviano;KPTF-42;2;HB243024818;2018;5167420;Presencial;79051;2453;10311;91815;Total;12-01-2024;2023;AUTOMOVIL;VOLKSWAGEN;GOL;BLANCO CANDY;Mec;Benc;1600;Full;4
Vehiculo Liviano;HJDB-44;9;SD176031216;2016;5027770;Presencial;65843;2349;0;68192;Total;12-01-2024;2023;AUTOMOVIL;NISSAN;TIIDA;NEGRO GRIS;Mec;Benc;1600;Full;4
Vehiculo Liviano;YN-6034;2;HB050003905;2005;1252444;Presencial;36832;1143;4804;42779;Total;12-01-2024;2023;AUTOMOVIL;CHEVROLET;CORSA HB ML 1.6L SWING CD;PLATEADO ESCUNA;Mec;Benc;1600;Norm;4
Carga;WR-8840;5;NULL;2007;1;Presencial;68604;1269;3883;73756;Total;12-01-2024;2023;CAMION;DAIHATSU;DELTA;BLANCO;NULL;NULL;NULL;NULL;2
Vehiculo Liviano;GZHY-89;5;CT166005415;2015;6706693;Presencial;54070;1131;3772;58973;2da. Cuota;15-01-2024;2023;CAMIONETA;MITSUBISHI;L200;GRIS GRAFITO MICA;Mec;Dies;2500;Full;4
Vehiculo Liviano;SP-9233;7;SU111000899;1999;1980000;Presencial;52461;7054;20570;80085;Total;15-01-2024;2020;STATION WAGON;HYUNDAI;GALLOPER II XL;VERDE MICA;Mec;Dies;2500;Full;4
Vehiculo Liviano;SP-9233;7;SU111000899;1999;1857812;Presencial;48264;6474;16301;71039;Total;15-01-2024;2021;STATION WAGON;HYUNDAI;GALLOPER II XL;VERDE MICA;Mec;Dies;2500;Full;4
Vehiculo Liviano;SP-9233;7;SU111000899;1999;1802078;Presencial;42177;4491;10465;57133;Total;15-01-2024;2022;STATION WAGON;HYUNDAI;GALLOPER II XL;VERDE MICA;Mec;Dies;2500;Full;4
Vehiculo Liviano;SP-9233;7;SU111000899;1999;1784057;Presencial;36832;1143;4804;42779;Total;15-01-2024;2023;STATION WAGON;HYUNDAI;GALLOPER II XL;VERDE MICA;Mec;Dies;2500;Full;4
Vehiculo Liviano;HFBX-85;K;CT166005715;2015;7470671;Presencial;195425;20811;48489;264725;Total;15-01-2024;2022;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Dies;2500;Full;4
Vehiculo Liviano;HFBX-85;K;CT166005715;2015;7616015;Presencial;139881;4340;18245;162466;Total;15-01-2024;2023;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Dies;2500;Full;4
Vehiculo Liviano;SG-6975;3;SD166004498;1998;1237791;Presencial;42177;4491;10465;57133;Total;16-01-2024;2022;AUTOMOVIL;MITSUBISHI;LANCER;AZUL;Mec;Benc;1600;Full;4
Vehiculo Liviano;SG-6975;3;SD166004498;1998;1225413;Presencial;36832;1143;4804;42779;Total;16-01-2024;2023;AUTOMOVIL;MITSUBISHI;LANCER;AZUL;Mec;Benc;1600;Full;4
Vehiculo Liviano;JDWR-84;6;HB229015617;2017;6184570;Presencial;48254;1009;3367;52630;2da. Cuota;16-01-2024;2023;AUTOMOVIL;SUZUKI;BALENO;GRIS METALICO;Mec;Benc;1400;Full;4
Vehiculo Liviano;PCKW-13;3;SD050030621;2021;7285770;Presencial;60521;1266;4222;66009;2da. Cuota;17-01-2024;2023;AUTOMOVIL;CHEVROLET;SAIL;BLANCO;Mec;Benc;1500;Equi;4
Vehiculo Liviano;WT-1336;6;HB184006507;2007;2539010;Presencial;36832;1143;4804;42779;Total;17-01-2024;2023;AUTOMOVIL;PEUGEOT;206 XR 1.6 AA 16V;BLANCO;Mec;Benc;1600;Full;4
Transporte Publico;LRHW-53;4;NULL;2020;1;Presencial;72480;1640;7766;81886;Total;17-01-2024;2023;TAXI BASICO;NISSAN;NEW VERSA SENSE 1.6;NEGRO AMARILLO;MEC;BENC;1600;NORM;0
Carga;NU-7483;8;NULL;1996;3;Presencial;205813;3807;11650;221270;Total;17-01-2024;2023;CAMION;MERCEDES BENZ;2531;BLANCO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;TP-8228;7;SU059001700;2000;1549787;Presencial;36832;1143;4804;42779;Total;17-01-2024;2023;JEEP;DAIHATSU;FEROZA;BLANCO;Mec;Benc;1600;Norm;2
Transporte Publico;SWKP-42;8;NULL;2024;0;Presencial;16294;304;0;16598;Total;17-01-2024;2023;BUS;FORD;TRANSIT 2.0;GRIS PLATA;MEC;DIES;2000;NULL;0
Vehiculo Liviano;BJWS-65;2;SD176027112;2012;3161800;Presencial;48991;5217;12156;66364;Total;18-01-2024;2022;AUTOMOVIL;NISSAN;TIIDA;ROJO BURDEO;Mec;Benc;1600;Equi;4
Vehiculo Liviano;BJWS-65;2;SD176027112;2012;2845248;Presencial;36832;1143;4804;42779;Total;18-01-2024;2023;AUTOMOVIL;NISSAN;TIIDA;ROJO BURDEO;Mec;Benc;1600;Equi;4
Vehiculo Liviano;BDGB-54;0;CT176015208;2008;2020946;Presencial;36832;1143;4804;42779;Total;18-01-2024;2023;CAMIONETA;NISSAN;D21;ROJO;Mec;Benc;2400;Norm;4
Carga;LZDL-71;7;NULL;2020;2;Presencial;137209;2538;7767;147514;Total;18-01-2024;2023;CAMION;MITSUBISHI;FUSO;BLANCO;NULL;NULL;NULL;NULL;2
Vehiculo Liviano;RRKH-74;2;VN077000408;2008;4345170;Presencial;59439;1844;7753;69036;Total;18-01-2024;2023;CASA RODANTE;FIAT;DUCATO;BLANCO;Mec;Dies;2300;Equi;4
Vehiculo Liviano;PLKH-55;0;CT079017521;2021;23103273;Presencial;366804;7671;25591;400066;2da. Cuota;19-01-2024;2023;CAMIONETA;FORD;RANGER;BLANCO;Mec;Dies;3200;Full;4
Vehiculo Liviano;TWZ-085;0;NULL;2022;3030500;Presencial;46956;5000;11651;63607;Total;19-01-2024;2022;MOTO;VOGE;300 RR;ROJO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;TWZ-085;0;NULL;2022;3030500;Presencial;36832;1143;4804;42779;Total;19-01-2024;2023;MOTO;VOGE;300 RR;ROJO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;LHZT-46;3;SU229030419;2019;9974092;Presencial;104739;2191;7307;114237;2da. Cuota;19-01-2024;2023;STATION WAGON;SUZUKI;VITARA;PLATEADO PLATA METALICO;Mec;Benc;1600;Full;4
Vehiculo Liviano;WB-7211;5;SD050021607;2007;1798046;Presencial;36832;1143;4804;42779;Total;19-01-2024;2023;AUTOMOVIL;CHEVROLET;CORSA;PLATEADO SILVER POLARIS;Mec;Benc;1600;Norm;4
Vehiculo Liviano;WB-7211;5;SD050021607;2007;1816208;Presencial;42177;4491;10465;57133;Total;19-01-2024;2022;AUTOMOVIL;CHEVROLET;CORSA;PLATEADO SILVER POLARIS;Mec;Benc;1600;Norm;4
Transporte Publico;LZTK-99;6;NULL;2024;0;Presencial;63960;0;0;63960;Total;19-01-2024;2024;TAXI COLECTIVO;TOYOTA;YARIS SD 1.5 TM;NEGRO MICA METALICO;MEC;BENC;1500;NORM;0
Vehiculo Liviano;TD-9476;4;SU229003399;1999;1108277;Presencial;36832;1143;4804;42779;Total;19-01-2024;2023;JEEP;SUZUKI;SAMURAI II T.LONA;ROJO;Mec;Benc;1300;Norm;2
Vehiculo Liviano;KF-6757;9;SD235005193;1993;711821;Presencial;36832;1143;4804;42779;Total;19-01-2024;2023;AUTOMOVIL;TOYOTA;CELICA;BLANCO;Mec;Benc;1600;Norm;2
Vehiculo Liviano;PP-5670;7;SD235005597;1997;919060;Presencial;17203;360;1200;18763;2da. Cuota;22-01-2024;2023;AUTOMOVIL;TOYOTA;TERCEL;BLANCO;Mec;Benc;1500;Norm;4
Vehiculo Liviano;JHKJ-57;5;VN077000717;2017;12782783;Presencial;151673;3172;10582;165427;2da. Cuota;22-01-2024;2023;FURGON;FIAT;DUCATO MAXI CARGO L3H2 DIESEL;BLANCO BNACHISA;Mec;Dies;2300;Equi;4
Carga;YX-4321;9;NULL;2005;1;Presencial;68604;1269;3883;73756;Total;22-01-2024;2023;CAMION;HYUNDAI;MIGHTY HD 65 ST;BLANCO;NULL;NULL;NULL;NULL;2
Vehiculo Liviano;FBYC-13;8;HB117000412;2012;1880842;Presencial;36832;1143;4804;42779;Total;23-01-2024;2023;AUTOMOVIL;JAC;J2;AMARILLO OSCURO;Mec;Benc;1000;Full;4
Carga;HTZR-93;2;NULL;2022;1;Presencial;68604;1269;3883;73756;Total;23-01-2024;2023;CAMION;HINO;XZU 817;BLANCO;MEC;DIES;4000;EQUI;0
Vehiculo Liviano;BWKB-59;1;SD235017409;2009;2086867;Presencial;36832;1143;4804;42779;Total;23-01-2024;2023;AUTOMOVIL;TOYOTA;YARIS;GRIS OSCURO;Mec;Benc;1500;Norm;4
Vehiculo Liviano;DZKR-63;7;SD050028313;2013;2609948;Presencial;36832;1143;4804;42779;Total;23-01-2024;2023;AUTOMOVIL;CHEVROLET;SAIL NB 1.4 LS;AZUL METALICO;Mec;Benc;1400;Equi;4
Vehiculo Liviano;XF-6355;5;SU132005204;2004;2459836;Presencial;36832;1143;4804;42779;Total;24-01-2024;2023;STATION WAGON;KIA MOTORS;SPORTAGE II DSL 2.0;AZUL INDIGO BEIGE;Mec;Dies;2000;Equi;4
Vehiculo Liviano;YA-3096;5;CT166003505;2005;2991448;Presencial;36832;1143;4804;42779;Total;25-01-2024;2023;CAMIONETA;MITSUBISHI;L200 D/C TD KATANA 4X4;BEIGE ARENA;Mec;Dies;2500;Full;4
Vehiculo Liviano;KHPP-86;4;SD235021518;2018;6543148;Presencial;71851;5252;14599;91702;2da. Cuota;25-01-2024;2022;AUTOMOVIL;TOYOTA;YARIS SEDAN XLI 150MC0;AZUL OSCURO MICA METALICO;Mec;Benc;1500;Equi;4
Vehiculo Liviano;KHPP-86;4;SD235021518;2018;6423973;Presencial;109020;3382;14220;126622;Total;25-01-2024;2023;AUTOMOVIL;TOYOTA;YARIS SEDAN XLI 150MC0;AZUL OSCURO MICA METALICO;Mec;Benc;1500;Equi;4
Vehiculo Liviano;BCLG-39;K;SD235017408;2008;2391984;Presencial;42177;4491;10465;57133;Total;26-01-2024;2022;AUTOMOVIL;TOYOTA;YARIS;NEGRO GRIS;Mec;Benc;1500;Norm;4
Vehiculo Liviano;BCLG-39;K;SD235017408;2008;1970021;Presencial;36832;1143;4804;42779;Total;26-01-2024;2023;AUTOMOVIL;TOYOTA;YARIS;NEGRO GRIS;Mec;Benc;1500;Norm;4
Vehiculo Liviano;RBHP-88;9;CT079017521;2021;23103273;Presencial;366804;7671;25591;400066;2da. Cuota;29-01-2024;2023;CAMIONETA;FORD;RANGER;GRIS MERCURIO;Mec;Dies;3200;Full;4
Vehiculo Liviano;HZSL-91;0;CT079017517;2017;15225866;Presencial;412136;12787;53757;478680;Total;29-01-2024;2023;CAMIONETA;FORD;RANGER;AZUL AURORA;Mec;Dies;3200;Full;4
Vehiculo Liviano;YVV-358;0;NULL;2024;0,5;Presencial;36832;1143;4804;42779;Total;29-01-2024;2023;CARRO ARRASTRE A;HECHIZO;HECHIZO;PLATEADO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;FBW-081;9;MT106033918;2018;889768;Presencial;48264;6474;16301;71039;Total;30-01-2024;2021;MOTO;HONDA;STORM FI;ROJO;Mec;Benc;125;Norm;0
Vehiculo Liviano;FBW-081;9;MT106033918;2018;821068;Presencial;42177;4491;10465;57133;Total;30-01-2024;2022;MOTO;HONDA;STORM FI;ROJO;Mec;Benc;125;Norm;0
Vehiculo Liviano;FBW-081;9;MT106033918;2018;803929;Presencial;36832;1143;4804;42779;Total;30-01-2024;2023;MOTO;HONDA;STORM FI;ROJO;Mec;Benc;125;Norm;0
Vehiculo Liviano;DWXK-59;8;VN121002512;2012;8062694;Presencial;155863;4836;20330;181029;Total;30-01-2024;2023;STATION WAGON;JEEP;GRAND CHEROKEE LAREDO 4X2 3.6L;ACERO PLATA;Aut;Benc;3600;Full;4
Vehiculo Liviano;HC-6595;6;CT176001792;1992;756873;Presencial;36832;1143;4804;42779;Total;30-01-2024;2023;CAMIONETA;NISSAN;D/C;AZUL PERLA METALICO;Mec;Benc;2400;Full;4
Vehiculo Liviano;YVV-355;6;NULL;2023;0,5;Presencial;32028;1143;0;33171;Total;30-01-2024;2023;CARRO ARRASTRE A;TRAILER;CT0067B;GALVANIZADO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;GLXH-96;0;SD050028314;2014;2897307;Presencial;36832;1143;4804;42779;Total;30-01-2024;2023;AUTOMOVIL;CHEVROLET;SAIL NB 1.4 LS;PLATEADO PLATA;Mec;Benc;1400;Equi;4
Vehiculo Liviano;DTWB-99;8;SD117000312;2012;2026952;Presencial;36832;1143;4804;42779;Total;31-01-2024;2023;AUTOMOVIL;JAC;A137;BLANCO;Mec;Benc;1300;Full;4
Carga;VC-7448;9;NULL;2002;1,5;Presencial;102907;1904;5825;110636;Total;31-01-2024;2023;TRACTOCAMION;MERCEDES BENZ;LS 1634 45;BLANCO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;YU-4565;4;CT176020405;2005;2799528;Presencial;36832;1143;4804;42779;Total;31-01-2024;2023;CAMIONETA;NISSAN;TERRANO;ROJO METALICO;Mec;Dies;3200;Full;4
Vehiculo Liviano;GTTV-34;5;SU079006715;2015;8622616;Presencial;82896;1345;6845;91086;2da. Cuota;01-02-2024;2023;STATION WAGON;FORD;ESCAPE SE 2.0L ECOBOOST 4X2;ROJO METALICO;Aut;Benc;2000;Full;4
Carga;PZ-3105;4;NULL;1990;3;Presencial;207498;2665;14477;224640;Total;01-02-2024;2023;CAMION;MERCEDES BENZ;2435;ROJO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;JJJS-32;3;SD227020117;2017;11854293;Presencial;239230;0;0;239230;Total;02-02-2024;2024;AUTOMOVIL;SUBARU;LEGACY;GRIS OSCURO;Aut;Benc;2500;Full;4
Vehiculo Liviano;PFBX-82;3;SU176023220;2020;11356165;Presencial;128984;2092;10650;141726;2da. Cuota;02-02-2024;2023;STATION WAGON;NISSAN;QASHQAI;PLATEADO PLATA;Mec;Benc;2000;Full;4
Vehiculo Liviano;BZSC-94;2;CT176026410;2010;2429273;Presencial;37096;957;5254;43307;Total;02-02-2024;2023;CAMIONETA;NISSAN;TERRANO;BLANCO;Mec;Benc;2400;Equi;2
Vehiculo Liviano;GGFT-80;7;HB050011414;2014;2082086;Presencial;32333;0;0;32333;Total;05-02-2024;2024;AUTOMOVIL;CHEVROLET;SPARK;BLANCO;Mec;Benc;800;Norm;4
Vehiculo Liviano;HDHG-24;8;SD111023115;2015;4990220;Presencial;35263;572;2912;38747;2da. Cuota;05-02-2024;2023;AUTOMOVIL;HYUNDAI;ACCENT RB 1.4 GL AC 6MT;GRIS GRAFITO;Mec;Benc;1400;Full;4
Carga;WR-7659;8;NULL;2007;1;Presencial;69166;888;4826;74880;Total;05-02-2024;2023;CAMION;MERCEDES BENZ;711 42 5;BLANCO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;HGST-77;5;HB050015115;2015;2600578;Presencial;37096;957;5254;43307;Total;05-02-2024;2023;AUTOMOVIL;CHEVROLET;SPARK;VERDE LIMA;Mec;Benc;1000;Equi;4
Vehiculo Liviano;HGST-77;5;HB050015115;2015;2574572;Presencial;32333;0;0;32333;Total;05-02-2024;2024;AUTOMOVIL;CHEVROLET;SPARK;VERDE LIMA;Mec;Benc;1000;Equi;4
Vehiculo Liviano;BBFY-94;K;CT050026508;2008;4091510;Presencial;76575;7768;19642;103985;Total;05-02-2024;2022;CAMIONETA;CHEVROLET;SILVERADO;GRIS PIEDRA METALICO;Aut;Benc;5300;Full;2
