Grupo Vehiculo;Placa;digito;Codigo SII;Año Vehículo;Tasacion;Tipo de Pago;Valor_Neto;Valor_IPC;Valor_Multa;Valor Pagado;Forma Pago;Fecha_Pago;Año Permiso;Tipo Vehiculo;Marca;Modelo;Color;Transmisión;Tipo Combustible;Cilindrada;Equipamiento;Numero Puertas
Vehiculo Liviano;EX-6107;0;SU176001690;1990;865268;Presencial;33015;194;488;33697;Total;05-04-2024;2024;JEEP;NISSAN;TERRANO;ROJO;Mec;Benc;2400;Full;2
Vehiculo Liviano;GJPP-96;5;HB176004914;2014;4228220;Presencial;46731;275;691;47697;Total;05-04-2024;2024;AUTOMOVIL;NISSAN;MARCH;GRIS OSCURO;Mec;Benc;1600;Full;4
Vehiculo Liviano;YB-8438;5;CT176020405;2005;2771533;Presencial;33015;194;488;33697;Total;05-04-2024;2024;CAMIONETA;NISSAN;TERRANO AX 4X4;BLANCO;Mec;Dies;3200;Full;4
Vehiculo Liviano;CGZC-20;7;SD050025111;2011;2490769;Presencial;33015;194;488;33697;Total;05-04-2024;2024;STATION WAGON;CHEVROLET;OPTRA LS SW 1.6 MT;PLATEADO PLATA METALICO;Mec;Benc;1600;Full;4
Vehiculo Liviano;BJWS-44;K;SD050026311;2011;2300130;Presencial;33015;194;488;33697;Total;05-04-2024;2024;AUTOMOVIL;CHEVROLET;OPTRA;GRIS GRAFITO;Mec;Benc;1600;Equi;4
Vehiculo Liviano;SJKS-75;8;CO035000823;2023;7652535;Presencial;116661;686;1724;119071;Total;05-04-2024;2024;FURGON;BRILLIANCE;X30;PLATEADO;Mec;Benc;1500;NULL;5
Vehiculo Liviano;SGZY-76;4;CT079019823;2023;21317822;Presencial;287325;0;0;287325;1ra. Cuota;05-04-2024;2024;CAMIONETA;FORD;RANGER ICA DSL XL 4X4 2.2L;GRIS MERCURIO;Mec;Benc;2200;NULL;4
Vehiculo Liviano;SDYV-41;8;CT079021123;2023;38396354;Presencial;660220;0;0;660220;1ra. Cuota;05-04-2024;2024;CAMIONETA;FORD;RANGER;BLANCO ARTICO;Aut;Diés;2000;NULL;4
Vehiculo Liviano;LWBW-47;0;SU035001320;2020;8138860;Presencial;65231;383;964;66578;1ra. Cuota;05-04-2024;2024;STATION WAGON;BRILLIANCE;KONECT;BLANCO;Mec;Benc;1600;NULL;5
Vehiculo Liviano;FLLJ-15;8;SU132014013;2013;8942960;Presencial;77547;456;1146;79149;1ra. Cuota;05-04-2024;2024;STATION WAGON;KIA MOTORS;SORENTO;ROJO TENTACION;Aut;Benc;2400;NULL;4
Vehiculo Liviano;DXPC-76;6;CT176019212;2012;4295830;Presencial;24055;141;355;24551;1ra. Cuota;05-04-2024;2024;CAMIONETA;NISSAN;TERRANO;ROJO;Mec;Dies;2500;Equi;4
Vehiculo Liviano;DHHX-91;K;HB229007911;2011;2903284;Presencial;33015;194;488;33697;Total;05-04-2024;2024;AUTOMOVIL;SUZUKI;SWIFT 1.5 GL;PLATEADO PLATA;Mec;Benc;1500;Equi;4
Vehiculo Liviano;SHKC-42;0;NULL;2023;18900000;Presencial;286814;7700;30730;325244;2da. Cuota;05-04-2024;2023;STATION WAGON;MAZDA;CX5;ROJO;NULL;NULL;NULL;NULL;4
Vehiculo Liviano;FDFD-18;2;HB132004213;2013;2731024;Presencial;33015;194;488;33697;Total;05-04-2024;2024;AUTOMOVIL;KIA MOTORS;MORNING EX 1.2 MT DH AB;ROJO SIGNAL;Mec;Benc;1200;Equi;4
Vehiculo Liviano;FHBH-95;2;HB132004013;2013;4926830;Presencial;30499;179;451;31129;1ra. Cuota;05-04-2024;2024;AUTOMOVIL;KIA MOTORS;CERATO;PLATEADO PLATA TITANIO;Mec;Benc;1600;Full;4
Vehiculo Liviano;SBSD-81;8;CO052011922;2022;24213513;Presencial;352520;2071;5210;359801;1ra. Cuota;05-04-2024;2024;FURGON;CITROEN;JUMPER;BLANCO PLATE STANDAR;Mec;Diés;2000;NULL;5
Vehiculo Liviano;SGXG-55;1;SU164003323;2023;14826934;Presencial;195125;5238;20906;221269;2da. Cuota;05-04-2024;2023;STATION WAGON;MG;ZX;BLANCO;CVT;Benc;1500;NULL;4
Vehiculo Liviano;SGXG-55;1;SU164003323;2023;12917662;Presencial;138425;813;2046;141284;1ra. Cuota;05-04-2024;2024;STATION WAGON;MG;ZX;BLANCO;CVT;Benc;1500;NULL;4
Vehiculo Liviano;JKBY-44;0;SD243016717;2017;4177480;Presencial;22847;134;338;23319;1ra. Cuota;05-04-2024;2024;AUTOMOVIL;VOLKSWAGEN;VOYAGE 1.6 2AB;GRIS PLATINO;Mec;Benc;1600;Equi;4
Vehiculo Liviano;DZTC-82;1;CT166005413;2013;5240980;Presencial;67412;396;996;68804;Total;05-04-2024;2024;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Dies;2500;Full;4
Vehiculo Liviano;DDFZ-94;2;HB079013111;2011;3468470;Presencial;35416;208;523;36147;Total;05-04-2024;2024;AUTOMOVIL;FORD;FIESTA HATCH 5P SES;GRIS OSCURO;Mec;Benc;1600;Full;4
Vehiculo Liviano;BDVV-33;3;SU091000708;2008;2435728;Presencial;33015;194;488;33697;Total;05-04-2024;2024;STATION WAGON;GREAT WALL;SAFE 4X2;NEGRO;Mec;Benc;2200;Full;4
Vehiculo Liviano;HTYW-44;4;SD111028317;2017;6745930;Presencial;98146;577;1450;100173;Total;05-04-2024;2024;AUTOMOVIL;HYUNDAI;ACCENT;GRIS GRAFITO;Mec;Benc;1400;Equi;4
Vehiculo Liviano;DFHZ-92;1;SD229003711;2011;2623499;Presencial;33015;194;488;33697;Total;05-04-2024;2024;AUTOMOVIL;SUZUKI;SX4 SEDAN 1.6 GLX VVT;GRIS;Mec;Benc;1600;Equi;4
Vehiculo Liviano;LCDS-41;5;SU197009419;2019;7444430;Presencial;112411;661;1661;114733;Total;05-04-2024;2024;STATION WAGON;RENAULT;DUSTER;CAFE BRONCE  CAYU;Mec;Benc;1600;NULL;4
Vehiculo Liviano;SGKF-78;K;SD065001123;2023;8612802;Presencial;72490;426;1071;73987;1ra. Cuota;05-04-2024;2024;STATION WAGON;DONGFENG;JOYEAR S50;NEGRO;Mec;Benc;1500;NULL;4
Vehiculo Liviano;CLVV-12;1;CT166004410;2010;4558426;Presencial;53473;314;790;54577;Total;05-04-2024;2024;CAMIONETA;MITSUBISHI;L200;GRIS GRAFITO;Mec;Diés;2500;Full;4
Vehiculo Liviano;GLTV-34;8;HB050011314;2014;3114036;Presencial;38849;1370;6339;46558;Total;05-04-2024;2023;AUTOMOVIL;CHEVROLET;SPARK;BLANCO;Mec;Benc;1200;Full;4
Vehiculo Liviano;GLTV-34;8;HB050011314;2014;2948691;Presencial;33015;194;488;33697;Total;05-04-2024;2024;AUTOMOVIL;CHEVROLET;SPARK;BLANCO;Mec;Benc;1200;Full;4
Vehiculo Liviano;CVXY-81;6;CT166005411;2011;4587922;Presencial;54076;318;799;55193;Total;05-04-2024;2024;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Dies;2500;Full;4
Vehiculo Liviano;VV-8073;6;HB050003803;2003;1072236;Presencial;38532;1359;6288;46179;Total;05-04-2024;2023;AUTOMOVIL;CHEVROLET;CORSA;ROJO;Mec;Benc;1600;Norm;2
Vehiculo Liviano;VV-8073;6;HB050003803;2003;1061514;Presencial;33015;194;488;33697;Total;05-04-2024;2024;AUTOMOVIL;CHEVROLET;CORSA;ROJO;Mec;Benc;1600;Norm;2
Vehiculo Liviano;CFVP-67;4;SD235017110;2010;2504079;Presencial;33015;194;488;33697;Total;05-04-2024;2024;AUTOMOVIL;TOYOTA;YARIS SEDAN GLI MEC;BLANCO;Mec;Benc;1500;Equi;4
Vehiculo Liviano;HJCP-69;2;HB132004316;2016;3982480;Presencial;20856;123;308;21287;1ra. Cuota;05-04-2024;2024;AUTOMOVIL;KIA MOTORS;MORNING EX 1.2 MT DH AC DAB;PLATEADO PLATA BRILLANTE;Mec;Benc;1200;Full;4
Vehiculo Liviano;PSKS-95;3;SU166004521;2021;14809360;Presencial;334797;1967;4948;341712;Total;05-04-2024;2024;STATION WAGON;MITSUBISHI;ECLIPSE CROSS;GRIS GRAFITO;Mec;Benc;1500;NULL;4
Vehiculo Liviano;PSCT-70;1;SU079009621;2021;16751020;Presencial;200122;1176;2957;204255;1ra. Cuota;05-04-2024;2024;STATION WAGON;FORD;TERRITORY;NEGRO PANTERA;Aut;Benc;1500;NULL;5
Vehiculo Liviano;SFYL-39;6;NULL;2023;13223065;Presencial;143103;841;2115;146059;1ra. Cuota;05-04-2024;2024;STATION WAGON;MG;ZX1.5L MT COM;AZUL METALIZADO;MEC;BENC;1498;EQUI;0
Vehiculo Liviano;ZT-6790;6;CT166003206;2006;3597011;Presencial;36729;216;543;37488;Total;05-04-2024;2024;CAMIONETA;MITSUBISHI;L200 D/C TURBO D. GLS 4X4;VERDE PLATA;Mec;Dies;2500;Full;4
Vehiculo Liviano;BGZB-30;4;HB229006908;2008;1086823;Presencial;33015;194;488;33697;Total;05-04-2024;2024;AUTOMOVIL;SUZUKI;MARUTI GL;ROJO;Mec;Benc;800;Norm;4
Vehiculo Liviano;KCJF-98;3;SD235024818;2018;6703830;Presencial;48644;286;719;49649;1ra. Cuota;05-04-2024;2024;AUTOMOVIL;TOYOTA;YARIS;GRIS METALICO;Mec;Benc;1500;NULL;4
Vehiculo Liviano;RTLY-82;0;CT125001622;2022;13576693;Presencial;297037;1745;4390;303172;Total;05-04-2024;2024;CAMIONETA;JMC;VIGUS;PLATEADO;Mec;Dies;2400;NULL;4
Carga;RFWY-22;0;NULL;2021;1;Presencial;72007;1713;6842;80562;Total;05-04-2024;2023;CAMION;CHEVROLET;NKR 612;BLANCO;MEC;DIES;0;EQUI;0
Vehiculo Liviano;CKVY-42;8;VN235005511;2011;5527630;Presencial;73267;431;1083;74781;Total;05-04-2024;2024;MINIBUS PARTICULAR;TOYOTA;COMMUTER;BLANCO;Mec;Dies;3000;Equi;4
Vehiculo Liviano;WYD-023;4;MT135024023;2023;9734322;Presencial;179335;1054;2650;183039;Total;05-04-2024;2024;MOTO;KTM;ADVENTURE;NARANJO;Mec;Benc;890;NULL;0
Vehiculo Liviano;KDTH-59;3;SD197014618;2018;5709966;Presencial;45115;1211;4834;51160;2da. Cuota;05-04-2024;2023;AUTOMOVIL;RENAULT;SYMBOL;GRIS COMETA;Mec;Benc;1600;Full;4
Vehiculo Liviano;KDTH-59;3;SD197014618;2018;6049774;Presencial;41965;247;620;42832;1ra. Cuota;05-04-2024;2024;AUTOMOVIL;RENAULT;SYMBOL;GRIS COMETA;Mec;Benc;1600;Full;4
Vehiculo Liviano;HRPY-41;K;CT079017816;2016;9191156;Presencial;96240;2584;10311;109135;2da. Cuota;05-04-2024;2023;CAMIONETA;FORD;RANGER;ROJO BARI;Mec;Benc;2500;Full;4
Vehiculo Liviano;HRPY-41;K;CT079017816;2016;9913460;Presencial;184822;1086;2731;188639;Total;05-04-2024;2024;CAMIONETA;FORD;RANGER;ROJO BARI;Mec;Benc;2500;Full;4
Vehiculo Liviano;UY-8833;5;SU141001802;2002;2203311;Presencial;33015;194;488;33697;Total;05-04-2024;2024;JEEP;LAND ROVER;FREELANDER;GRIS OSCURO;Mec;Benc;1800;Full;2
Vehiculo Liviano;HDGY-85;3;SD176031515;2015;5508595;Presencial;72877;428;1077;74382;Total;05-04-2024;2024;AUTOMOVIL;NISSAN;VERSA;ROJO METALICO;Mec;Benc;1600;Full;4
Vehiculo Liviano;HHKH-62;1;SU229027316;2016;7532129;Presencial;67131;1802;7193;76126;2da. Cuota;05-04-2024;2023;STATION WAGON;SUZUKI;GRAND NOMADE;BRONCE METAL;Mec;Benc;2400;Full;4
Vehiculo Liviano;HHKH-62;1;SU229027316;2016;7253980;Presencial;108522;638;1604;110764;Total;05-04-2024;2024;STATION WAGON;SUZUKI;GRAND NOMADE;BRONCE METAL;Mec;Benc;2400;Full;4
Vehiculo Liviano;BN-7845;9;CT176002388;1988;481695;Presencial;33015;194;488;33697;Total;05-04-2024;2024;CAMIONETA;NISSAN;D/C;GRIS;Mec;Benc;2000;Norm;4
Vehiculo Liviano;PZPV-33;K;SU117007921;2021;8401760;Presencial;69258;407;1024;70689;1ra. Cuota;05-04-2024;2024;AUTOMOVIL;JAC;JS2;PLATEADO PLATA;Mec;Benc;1500;NULL;4
Vehiculo Liviano;HVCF-19;2;SD050030216;2016;3422082;Presencial;17472;103;258;17833;1ra. Cuota;05-04-2024;2024;AUTOMOVIL;CHEVROLET;SAIL;PLATEADO;Mec;Benc;1400;Equi;4
Vehiculo Liviano;DXTY-49;9;SD176026512;2012;2505184;Presencial;33015;194;488;33697;Total;05-04-2024;2024;AUTOMOVIL;NISSAN;TIIDA SEDAN S NUEVA VERSION;ROJO METALICO;Mec;Benc;1600;Equi;4
Carga;SZXF-62;6;NULL;2018;0,5;Presencial;36004;857;3421;40282;Total;05-04-2024;2023;MAQUINA INDUSTRIAL;YALE;YALE;AMARILLO NEGRO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;LHZS-85;8;SU117005319;2019;6980656;Presencial;51470;302;761;52533;1ra. Cuota;05-04-2024;2024;STATION WAGON;JAC;S3;BLANCO;Mec;Benc;1600;NULL;4
Vehiculo Liviano;KYYZ-69;4;CT197000819;2019;8890593;Presencial;153489;902;2268;156659;Total;05-04-2024;2024;CAMIONETA;RENAULT;OROCH;BLANCO GLACIER;Mec;Benc;1600;NULL;4
Vehiculo Liviano;LZLJ-57;1;SD050030520;2020;6104180;Presencial;42520;250;628;43398;1ra. Cuota;05-04-2024;2024;AUTOMOVIL;CHEVROLET;SAIL;PLATEADO PLATA;Mec;Benc;1500;Equi;4
Vehiculo Liviano;JFJZ-79;4;SD160021517;2017;11049886;Presencial;219635;1291;3246;224172;Total;05-04-2024;2024;AUTOMOVIL;MAZDA;MX5;NEGRO;Mec;Benc;2000;NULL;2
Vehiculo Liviano;BCHP-44;8;SU225005808;2008;5882330;Presencial;80510;473;1190;82173;Total;05-04-2024;2024;STATION WAGON;SSANGYONG;REXTON;NEGRO;Aut;Dies;2700;Full;4
Vehiculo Liviano;RRZS-10;2;CT111002604;2004;2132319;Presencial;33015;194;488;33697;Total;05-04-2024;2024;CAMIONETA;HYUNDAI;PORTER;BLANCO;Mec;Dies;2500;Norm;2
Vehiculo Liviano;SKCK-31;K;SU049001823;2023;10428864;Presencial;100305;589;1482;102376;1ra. Cuota;05-04-2024;2024;STATION WAGON;CHERY;TIGGO 2;ROJO METALIZADO;Mec;Benc;1500;NULL;4
Vehiculo Liviano;TVX-028;6;MT561000823;2023;5207662;Presencial;66732;392;986;68110;Total;05-04-2024;2024;MOTO;VOGE;650;AZUL;Mec;Benc;650;NULL;0
Vehiculo Liviano;TCLG-47;1;NULL;2024;14434072;Presencial;323301;1900;4778;329979;Total;05-04-2024;2024;STATION WAGON;HYUNDAI;VENUE QX 1.6 MPI 6MT E6;ROJO BRILLANTE;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;PGGF-63;4;CT159000121;2021;9891527;Presencial;184150;1082;2721;187953;Total;05-04-2024;2024;CAMIONETA;MAXUS;T60;PLATEADO PLATA;Mec;Dies;2800;Full;4
Vehiculo Liviano;FBX-045;8;MT238003017;2017;616276;Presencial;33015;194;488;33697;Total;05-04-2024;2024;Moto;UNITED MOTORS;DSR;NARANJO;Mec;Benc;250;Norm;0
Vehiculo Liviano;JVCP-31;K;CT079017317;2017;12460834;Presencial;262856;1545;3885;268286;Total;05-04-2024;2024;CAMIONETA;FORD;RANGER;GRIS MERCURIO;Mec;Dies;3200;Full;4
Vehiculo Liviano;SGPH-61;4;SU049001823;2023;10428864;Presencial;200611;1179;2965;204755;Total;05-04-2024;2024;STATION WAGON;CHERY;TIGGO 2;ROJO METALIZADO;Mec;Benc;1500;NULL;4
Vehiculo Liviano;CDSZ-72;2;HB184013710;2010;2801688;Presencial;33015;194;488;33697;Total;05-04-2024;2024;AUTOMOVIL;PEUGEOT;207 COMPACT ONE LINE MT AA;BLANCO BANQUISE;Mec;Benc;1400;Full;4
Vehiculo Liviano;HXVT-25;2;CT079017316;2016;10714713;Presencial;122972;3301;13176;139449;2da. Cuota;05-04-2024;2023;CAMIONETA;FORD;RANGER;ROJO DESIERT;Mec;Dies;3200;Full;4
Vehiculo Liviano;HXVT-25;2;CT079017316;2016;11589393;Presencial;118081;694;1745;120520;1ra. Cuota;05-04-2024;2024;CAMIONETA;FORD;RANGER;ROJO DESIERT;Mec;Dies;3200;Full;4
Vehiculo Liviano;KZKK-70;6;SU111023819;2019;11908860;Presencial;122974;723;1817;125514;1ra. Cuota;08-04-2024;2024;STATION WAGON;HYUNDAI;TUCSON;PLATEADO;Mec;Diés;2000;NULL;4
Vehiculo Liviano;CHCT-67;2;SU229023010;2010;4098830;Presencial;44088;259;652;44999;Total;08-04-2024;2024;SUV;SUZUKI;GRAND NOMADE;GRIS OSCURO;Mec;Benc;2000;Full;4
Vehiculo Liviano;SG-6969;9;CT111000598;1998;1196142;Presencial;33015;194;488;33697;Total;08-04-2024;2024;CAMIONETA;HYUNDAI;PORTER AU HD;BLANCO;Mec;Dies;2600;Norm;2
Vehiculo Liviano;RSHG-58;8;SU049005822;2022;8177257;Presencial;65820;387;973;67180;1ra. Cuota;08-04-2024;2024;STATION WAGON;CHERY;TIGGO 2;GRIS PLATA;Mec;Benc;1500;NULL;4
Vehiculo Liviano;CGPB-70;8;SD160017010;2010;3704800;Presencial;37829;222;559;38610;Total;08-04-2024;2024;AUTOMOVIL;MAZDA;MAZDA3;PLATEADO PLATA;Mec;Benc;1600;Full;4
Vehiculo Liviano;DTCT-42;1;HB229011012;2012;1405775;Presencial;33015;194;488;33697;Total;08-04-2024;2024;AUTOMOVIL;SUZUKI;ALTO;NEGRO;Mec;Benc;800;Norm;4
Vehiculo Liviano;YY-8993;0;CT111002605;2005;2265752;Presencial;33015;194;488;33697;Total;08-04-2024;2024;CAMIONETA;HYUNDAI;PORTER;BLANCO;Mec;Dies;2500;Norm;2
Vehiculo Liviano;RDYB-83;4;SU164000922;2022;10195127;Presencial;96725;568;1429;98722;1ra. Cuota;08-04-2024;2024;STATION WAGON;MG;ZS;GRIS METALICO;Mec;Benc;1500;NULL;5
Vehiculo Liviano;YA-8600;6;CT176015204;2004;1712570;Presencial;33015;194;488;33697;Total;08-04-2024;2024;CAMIONETA;NISSAN;D21;ROJO;Mec;Benc;2400;Norm;4
Vehiculo Liviano;CTFS-72;4;CT176029911;2011;5091980;Presencial;32185;189;476;32850;1ra. Cuota;08-04-2024;2024;CAMIONETA;NISSAN;TERRANO TDI 4X4;ROJO METALICO;Mec;Dies;2500;Full;4
Vehiculo Liviano;LRLC-75;6;CT050035219;2019;14023360;Presencial;155360;913;2296;158569;1ra. Cuota;08-04-2024;2024;CAMIONETA;CHEVROLET;D-MAX;PLATEADO PLATA;Mec;Diés;2500;NULL;4
Vehiculo Liviano;GSTF-47;6;SD050027314;2014;3206121;Presencial;33015;194;488;33697;Total;08-04-2024;2024;AUTOMOVIL;CHEVROLET;SONIC;PLATEADO METALICO;Mec;Benc;1600;Equi;4
Vehiculo Liviano;GJHB-80;8;CO052008714;2014;4706230;Presencial;28246;166;417;28829;1ra. Cuota;08-04-2024;2024;FURGON;CITROEN;BERLINGO;BLANCO;Mec;Dies;1600;Equi;4
Vehiculo Liviano;KGVG-15;K;SD132018518;2018;6701623;Presencial;97241;571;1437;99249;Total;08-04-2024;2024;AUTOMOVIL;KIA MOTORS;RIO;PLATEADO PLATA SUAVE;Mec;Benc;1400;Full;4
Vehiculo Liviano;ZV-4928;K;SD160013506;2006;2531272;Presencial;33015;194;488;33697;Total;08-04-2024;2024;AUTOMOVIL;MAZDA;MAZDA3;GRIS OSCURO;Mec;Benc;1600;Full;4
Vehiculo Liviano;HJWK-16;4;CT085000316;2016;2484272;Presencial;33015;194;488;33697;Total;08-04-2024;2024;FURGON;GAC GONOW;WAY;BLANCOLJ465QR1E1E08358358;Mec;Benc;1000;Norm;4
Vehiculo Liviano;GSTF-37;9;SU146000114;2014;3173893;Presencial;33015;194;488;33697;Total;08-04-2024;2024;STATION WAGON;LIFAN;X60;NEGRO;Mec;Benc;1800;Full;4
Vehiculo Liviano;UW-3962;7;VN111011307;2007;4061969;Presencial;43335;255;640;44230;Total;08-04-2024;2024;STATION WAGON;HYUNDAI;TERRACAN;AZUL;Mec;Dies;2900;Full;4
Vehiculo Liviano;VF-4137;1;CT176008902;2002;2111561;Presencial;33015;194;488;33697;Total;08-04-2024;2024;CAMIONETA;NISSAN;D22;BLANCO;Mec;Dies;3200;Norm;4
Vehiculo Liviano;GZHW-98;1;HB050015115;2015;2574572;Presencial;33015;194;488;33697;Total;08-04-2024;2024;AUTOMOVIL;CHEVROLET;SPARK;ROJO SOLAR;Mec;Benc;1000;Equi;4
Vehiculo Liviano;FVLH-90;0;HB111009813;2013;2275093;Presencial;33015;194;488;33697;Total;08-04-2024;2024;AUTOMOVIL;HYUNDAI;I10;CELESTE PLATEADO;Mec;Benc;1100;Equi;4
Vehiculo Liviano;LWPZ-58;K;CT125001320;2020;10804788;Presencial;106063;623;1567;108253;1ra. Cuota;08-04-2024;2024;CAMIONETA;JMC;VIGUS;PLATEADO;Mec;Dies;2400;NULL;4
Vehiculo Liviano;GRZH-19;6;SD146001314;2014;2666649;Presencial;33015;194;488;33697;Total;08-04-2024;2024;AUTOMOVIL;LIFAN;530;BLANCO;Mec;Benc;1500;Full;4
Vehiculo Liviano;KSGD-54;9;CT543001519;2018;8485127;Presencial;141069;829;2085;143983;Total;08-04-2024;2024;CAMIONETA;RAM;700;GRIS BARI;Mec;Benc;1600;NULL;2
Vehiculo Liviano;HGYZ-22;7;VN050005315;2015;7632480;Presencial;116251;683;1718;118652;Total;08-04-2024;2024;STATION WAGON;CHEVROLET;ORLANDO;AZUL ZAFIRO;Mec;Dies;2000;Full;4
Vehiculo Liviano;ZA-4985;7;HB050005805;2005;1215869;Presencial;33015;194;488;33697;Total;08-04-2024;2024;AUTOMOVIL;CHEVROLET;CORSA;ROJO LYRA;Mec;Benc;1600;Norm;2
Vehiculo Liviano;KCJC-51;4;CT077003218;2018;11059160;Presencial;109959;646;1625;112230;1ra. Cuota;08-04-2024;2024;CAMIONETA;FIAT;FULLBACK;ROJO;Mec;Dies;2400;Full;4
Vehiculo Liviano;BLDD-36;1;HB050006908;2008;1336054;Presencial;33015;194;488;33697;Total;08-04-2024;2024;AUTOMOVIL;CHEVROLET;SPARK LT HB 1.0 MT;AMARILLO HIGHWAY;Mec;Benc;1000;Equi;4
Vehiculo Liviano;LJRC-85;8;CT235016119;2019;14962842;Presencial;339498;1995;5017;346510;Total;08-04-2024;2024;CAMIONETA;TOYOTA;HILUX;BLANCO;Mec;Diés;2400;NULL;4
Vehiculo Liviano;GJPT-47;2;HB229012015;2015;2191451;Presencial;33015;194;488;33697;Total;08-04-2024;2024;AUTOMOVIL;SUZUKI;ALTO;ROJO PERLADO;Mec;Benc;800;Equi;4
Vehiculo Liviano;RPFH-88;1;CO035000222;2022;7372430;Presencial;110941;652;1640;113233;Total;08-04-2024;2024;CAMIONETA;BRILLIANCE;T30;BLANCO;Mec;Benc;1500;NULL;2
Vehiculo Liviano;LLLS-56;8;CT543001720;2020;8886427;Presencial;153361;901;2266;156528;Total;08-04-2024;2024;CAMIONETA;RAM;700;GRIS BARI;Mec;Benc;1400;NULL;2
Vehiculo Liviano;LLRP-39;0;CT159000319;2019;9173893;Presencial;162168;953;2397;165518;Total;08-04-2024;2024;CAMIONETA;MAXUS;T60;GRIS;Aut;Dies;2800;Full;4
Vehiculo Liviano;VS-5485;5;HB050004503;2003;1213159;Presencial;33015;194;488;33697;Total;08-04-2024;2024;AUTOMOVIL;CHEVROLET;CORSA;BLANCO;Mec;DIES;1700;Norm;4
Vehiculo Liviano;BYLG-52;4;CT176022609;2009;3864338;Presencial;39458;232;583;40273;Total;08-04-2024;2024;CAMIONETA;NISSAN;D22;BLANCO;Mec;Benc;2400;Full;4
Vehiculo Liviano;CBXJ-97;8;CT050027310;2010;4178240;Presencial;45710;269;676;46655;Total;08-04-2024;2024;CAMIONETA;CHEVROLET;D-MAX;ROJO FERRARI;Mec;Diés;3000;Full;4
Vehiculo Liviano;LFCT-93;8;HB050018719;2019;5772458;Presencial;39133;230;578;39941;1ra. Cuota;08-04-2024;2024;AUTOMOVIL;CHEVROLET;SPARK;ROJO METALICO;Mec;Benc;1200;NULL;4
Vehiculo Liviano;TD-9673;2;SD050012599;1999;1007992;Presencial;33015;194;488;33697;Total;08-04-2024;2024;Sedan;CHEVROLET;ASTRA;GRIS METALICO;Mec;Benc;1600;Equi;4
Vehiculo Liviano;GJBT-88;5;SD160019614;2014;7910427;Presencial;123464;725;1825;126014;Total;08-04-2024;2024;AUTOMOVIL;MAZDA;MAZDA6;GRIS GRAFITO;Aut;DIES;2000;FULL;4
Vehiculo Liviano;KKHB-55;2;CT235015018;2018;12874193;Presencial;137759;809;2036;140604;1ra. Cuota;08-04-2024;2024;CAMIONETA;TOYOTA;HILUX;ROJO METALICO;Mec;Diés;2400;Full;4
Vehiculo Liviano;CBLW-42;5;SU227031510;2010;4858720;Presencial;35158;944;3767;39869;2da. Cuota;08-04-2024;2023;STATION WAGON;SUBARU;FORESTER 2.0 AT X;PLATEADO ACERO MET.;Aut;Benc;2000;Full;4
Vehiculo Liviano;CBLW-42;5;SU227031510;2010;4520630;Presencial;26351;155;389;26895;1ra. Cuota;08-04-2024;2024;STATION WAGON;SUBARU;FORESTER 2.0 AT X;PLATEADO ACERO MET.;Aut;Benc;2000;Full;4
Vehiculo Liviano;HTYX-42;4;CT235014216;2016;14357660;Presencial;320960;1886;4743;327589;Total;08-04-2024;2024;CAMIONETA;TOYOTA;HILUX AG-D410 SR;GRIS OSCURO METALICO;Mec;Dies;2800;Full;4
Vehiculo Liviano;LR-6150;K;SU229001494;1994;927710;Presencial;33015;194;488;33697;Total;08-04-2024;2024;JEEP;SUZUKI;VITARA;BLANCO;Mec;Benc;1600;Norm;2
Vehiculo Liviano;LY-3075;K;CT050005295;1995;695782;Presencial;33015;194;488;33697;Total;08-04-2024;2024;CAMIONETA;CHEVROLET;S10;VERDE;Mec;Benc;2200;Norm;2
Vehiculo Liviano;LLRK-37;5;SU079007619;2019;7984193;Presencial;62862;369;929;64160;1ra. Cuota;08-04-2024;2024;STATION WAGON;FORD;ECOSPORT;AZUL BELIZE;Mec;Benc;1500;NULL;4
Vehiculo Liviano;HZWP-85;5;HB229014916;2016;2512746;Presencial;33015;194;488;33697;Total;08-04-2024;2024;AUTOMOVIL;SUZUKI;ALTO;AZUL PERLADO;Mec;Benc;800;Equi;4
Vehiculo Liviano;YS-5126;4;VN166003107;2007;4513634;Presencial;52559;309;777;53645;Total;08-04-2024;2024;STATION WAGON;MITSUBISHI;MONTERO;PLATEADO;Mec;Diés;2500;Full;4
Vehiculo Liviano;DJWF-91;5;HB176004112;2012;3775913;Presencial;38556;227;570;39353;Total;08-04-2024;2024;AUTOMOVIL;NISSAN;TIIDA;ROJO;Aut;Benc;1600;Full;4
Vehiculo Liviano;JDDY-80;5;CT166006417;2017;11556527;Presencial;117578;691;1738;120007;1ra. Cuota;08-04-2024;2024;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Dies;2400;Full;4
Vehiculo Liviano;LLRP-90;0;HB197017119;2019;7205545;Presencial;62610;1681;6708;70999;2da. Cuota;08-04-2024;2023;AUTOMOVIL;RENAULT;CLIO;ROJO INTENSO;Mec;Benc;1200;NULL;4
